WHONET_ORG_CODE	REPLACED_BY	ORGANISM	TAXONOMIC_STATUS	COMMON	ORGANISM_TYPE	ANAEROBE	MORPHOLOGY	SUBKINGDOM_CODE	FAMILY_CODE	GENUS_GROUP	GENUS_CODE	SPECIES_GROUP	SEROVAR_GROUP	MSF_GRP_CLIN	SCT_CODE	SCT_TEXT	GBIF_TAXON_ID	GBIF_DATASET_ID	GBIF_TAXONOMIC_STATUS	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
cov		Coronavirus	C		v										84101006	Human coronavirus	10347353	1ec61203-14fa-4fbd-8ee5-a4a80257b45a	doubtful	Viruses			Nidovirales	Coronaviridae	Coronavirus
cao		Corynebacterium accolens	C		+			+			COR	COF		CORU	243254006	Corynebacterium accolens	3225014	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
caf		Corynebacterium afermentans	C		+			+			COR	COF		CORU	113608003	Corynebacterium afermentans	3224992	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
ci2		Corynebacterium amycolatum	C		+			+			COR	COF		CORU	113611002	Corynebacterium amycolatum	3225011	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
caq		Corynebacterium aquaticum	O		+			+			LEF	COF		OTH	414591000	Leifsonia aquatica	3225320	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Microbacteriaceae	Leifsonia
crg		Corynebacterium argentoratense	C		+			+			COR	COF		CORU	417499006	Corynebacterium argentoratense	3224927	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
crm		Corynebacterium aurimucosum	C		+			+			COR	COF		CORU	385503009	Corynebacterium aurimucosum	3224966	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
aus		Corynebacterium auris	C		+			+			COR	COF		CORU	413925000	Corynebacterium auris	3224941	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cbv		Corynebacterium bovis	C		+			+			COR	COF		CORU	44885001	Corynebacterium bovis	3224946	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cye		Corynebacterium coyleae	C		+			+			COR	COF		CORU	116461008	Corynebacterium coyleae	3224955	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
crc		Corynebacterium cystitidis	C		+			+			COR	COF		CORU	50169005	Corynebacterium cystitidis	3224978	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cdt		Corynebacterium diphtheriae	C		+			+			COR	COF		OTH	5851001	Corynebacterium diphtheriae	3225001	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
req		Corynebacterium equi	O		+			+			RHD			OTH	80771008	Rhodococcus equi	5427801	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Nocardiaceae	Rhodococcus
cgy		Corynebacterium glucuronolyticum	C		+			+			COR	COF		CORU	413927008	Corynebacterium glucuronolyticum	3224937	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cgm		Corynebacterium glutamicum	C		+			+			COR	COF		CORU	89651003	Corynebacterium glutamicum	3224954	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
ahe		Corynebacterium haemolyticum	O		+			+			ARB	COF		OTH	44723000	Arcanobacterium haemolyticum	3225738	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Actinomycetaceae	Arcanobacterium
cjk		Corynebacterium jeikeium	C		+			+			COR	COF		CORU	63410006	Corynebacterium jeikeium	3224951	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cku		Corynebacterium kutscheri	C		+			+			COR	COF		CORU	88575000	Corynebacterium kutscheri	3224976	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cmc		Corynebacterium macginleyi	C		+			+			COR	COF		CORU	363772007	Corynebacterium macginleyi	3224962	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cmt		Corynebacterium matruchotii	C		+			+			COR	COF		CORU	89922004	Corynebacterium matruchotii	3225006	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cmg		Corynebacterium michiganense	O		+			+			CLV			OTH			7073658	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Microbacteriaceae	Clavibacter
cmi		Corynebacterium minutissimum	C		+			+			COR	COF		CORU	83594007	Corynebacterium minutissimum	3224961	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cmf		Corynebacterium mucifaciens	C		+			+			COR	COF		CORU	413929006	Corynebacterium mucifaciens	3225005	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cmy		Corynebacterium mycetoides	C		+			+			COR	COF		CORU	58879005	Corynebacterium mycetoides	3224950	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cni		Corynebacterium nigricans	O		+			+			COR	COF			385503009	Corynebacterium aurimucosum	3224990	52a423d2-0486-4e77-bcee-6350d708d6ff	synonym	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cpi		Corynebacterium pilosum	C		+			+			COR	COF		CORU	81368007	Corynebacterium pilosum	3224984	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cpq		Corynebacterium propinquum	C		+			+			COR	COF		CORU	113612009	Corynebacterium propinquum	3224949	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cpd		Corynebacterium pseudodiphtheriticum	C		+			+			COR	COF		CORU	12050008	Corynebacterium pseudodiphtheriticum	3224968	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cpb		Corynebacterium pseudotuberculosis	C		+			+			COR	COF		CORU	55084001	Corynebacterium pseudotuberculosis	3224989	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
apy		Corynebacterium pyogenes	O		+			+			TRL	COF		OTH			8216478	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Actinomycetaceae	Trueperella
crn		Corynebacterium renale	C		+			+			COR	COF		CORU	62000003	Corynebacterium renale	3224973	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cor		Corynebacterium sp.	C		+			+			COR	COF		CORU	116463006	Corynebacterium species	3224364	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cdp		Corynebacterium sp. (diphtheroids)	C	X	+			+			COR	COF		OTH	5851001	Corynebacterium diphtheriae	3224364	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cst		Corynebacterium striatum	C		+			+			COR	COF		CORU	63815007	Corynebacterium striatum	3224972	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cul		Corynebacterium ulcerans	C		+			+			COR	COF		CORU	103428000	Corynebacterium ulcerans	3224942	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cd2		Corynebacterium urealyticum	C		+			+			COR	COF		CORU	113613004	Corynebacterium urealyticum	3224959	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
cxe		Corynebacterium xerosis	C		+			+			COR	COF		CORU	27101006	Corynebacterium xerosis	3224947	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Corynebacteriaceae	Corynebacterium
pmy		Cosenzaea myxofaciens	C		-			-	EBC		COS			OTH			8414498	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cosenzaea
eru		Cowdria ruminantium	O		-			-			EHR			OTH			3221421	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia
cbt		Coxiella burnetii	C		-			-			COX			OTH	22533000	Coxiella burnetii	5427774	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
cox		Coxiella sp.	C		-			-			COX			OTH	131412002	Coxiella species	3223025	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
cxv		Coxsackievirus	C		v										57757007	Human coxsackievirus									
cri		Cristispira sp.	C		a	X		-			CRI			OTH	131248003	Cristispira species	3228157	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Cristispira
esa		Cronobacter sakazakii	C		-			-	EBC		CRO			ECSC	445562004	Cronobacter sakazakii	8197673	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter
cro		Cronobacter sp.	C		-			-	EBC		CRO			ECSC	444664004	Cronobacter species	4885698	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter
caa		Cryptococcus albidus	O		f						NAG						9721395	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Naganishia
caa		Cryptococcus albidus var. albidus	O		f						NAG						9721395	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Naganishia
cad		Cryptococcus albidus var. diffluens	O		f						NAG						9672575	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Naganishia
cae		Cryptococcus ater	O		f						PAP						9646747	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Papiliotrema
cyr		Cryptococcus cereanus	O		f						SYD				415961008	Sporopachydermia	2599475	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Sporopachydermia
cyd		Cryptococcus deuterogattii	C		f						CRY						9662685	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus
cga		Cryptococcus gastricus	O		f						GOF						9722918	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Goffeauzyma
cgt		Cryptococcus gattii	C		f						CRY						5237364	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus
chu		Cryptococcus humicola	O		f						VAN						2518521	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Vanrija
slt		Cryptococcus lactativorus	O		f						SYD				423520003	Sporopachydermia lactativora	2599476	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Sporopachydermia
cln	cae	Cryptococcus laurentii	O		f						CRY				7299008	Cryptococcus laurentii	5237342	7ddf754f-d193-4cc9-b351-99906754a03b	homotypic synonym	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Papiliotrema
cll		Cryptococcus luteolus	O		f						HNN						3371585	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella
mym		Cryptococcus melibiosum	O		f						MYX				23496000	Fungus (organism)	3480547	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Myxozyma
cne		Cryptococcus neoformans	C		f						CRY				67168003	Cryptococcus neoformans	5237368	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus
cgt		Cryptococcus neoformans var. gattii	O		f						CRY						5237364	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus
cry		Cryptococcus sp.	C		f						CRY				17579001	Cryptococcus	2518146	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus
ctu		Cryptococcus terreus	O		f						SOL						9779160	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma
cug		Cryptococcus uniguttulatus	C		f						CRY				112402002	Cryptococcus uniguttulatus	5237336	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus
cpv		Cryptosporidium parvum	C		w						COO				51504002	Cryptosporidium parvum	7575823	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Chromista	Myzozoa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium
coo		Cryptosporidium sp.	C		w						COO				372395005	Cryptosporidium species	8084396	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Chromista	Myzozoa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium
cbr		Cunninghamella bertholletiae	O		f						CUN						2558178	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella
cbr		Cunninghamella elegans	C		f						CUN						2558178	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella
cun		Cunninghamella sp.	C		f						CUN				24861001	Cunninghamella	2551965	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Zygomycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella
c4c		Cupriavidus pauculus	C		-			-		NFR	CUV			OTH	429465001	Cupriavidus pauculus	3219976	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
cuv		Cupriavidus sp.	C		-			-		NFR	CUV			OTH	416121002	Cupriavidus species	3220005	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus
bau		Curvularia australiensis	C		f						CUR						8216905	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia
bha		Curvularia hawaiiensis	C		f						CUR						8240153	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia
cur		Curvularia sp.	C		f						CUR				5214001	Curvularia	2569225	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia
bsi		Curvularia spicifera	C		f						CUR						2615960	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia
tmu		Cutaneotrichosporon mucoides	C		f						CUT						9705242	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon
pro		Cutibacterium acnes	C		a	X					CUB						9500595	52a423d2-0486-4e77-bcee-6350d708d6ff	homotypic synonym	Bacteria	Actinobacteria		Actinomycetales	Propionibacteriaceae	Propionibacterium
cub		Cutibacterium sp.	C		a	X					CUB			OTH			9519489	52a423d2-0486-4e77-bcee-6350d708d6ff	doubtful	Bacteria	Actinobacteria		Actinomycetales	Propionibacteriaceae	Cutibacterium
cfb		Cyberlindnera fabianii	C		f						CYB				10151000000000	Cyberlindnera fabianii	3283830	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera
cut		Cyberlindnera jadinii	C		f						CYB				4281000000000	Cyberlindnera jadinii	3283823	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera
cyb		Cyberlindnera sp.	C		f						CYB				4601000000000	Genus Cyberlindnera	3283818	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera
ccs		Cyclospora cayetanensis	C		w						CYC				103561005	Cyclospora cayetanesis	8516542	a6c6cead-b5ce-4a4e-8cf5-1542ba708dec	accepted	Chromista	Myzozoa	Conoidasida	Eucoccidiorida	Eimeriidae	Cyclospora
cyc		Cyclospora sp.	C		w						CYC				103560006	Cyclospora	7866608	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Chromista	Myzozoa	Conoidasida	Eucoccidiorida	Eimeriidae	Cyclospora
cyn		Cylindrocarpon cyanescens	O		f						NES						9723380	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neocosmospora
clh		Cylindrocarpon lichenicola	C		f						CYL				18859003	Cylindrocarpon lichenicola	2563166	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon
cyl		Cylindrocarpon sp.	C		f						CYL				11876007	Cylindrocarpon	2563163	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocarpon
rmi		Cystobasidium minutum	C		f						CYS						7535089	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium
cmv		Cytomegalovirus	C	X	v										407444007	Genus Cytomegalovirus	10144710	e01b0cbb-a10a-420c-b5f3-a3b20cc266ad	accepted	Viruses			Herpesvirales	Herpesviridae	Cytomegalovirus
tca		Debaryomyces hansenii	C		f						DBY				243428001	Debaryomyces hansenii	2599491	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Debaryomyces
dby		Debaryomyces sp.	C		f						DBY				243427006	Genus Debaryomyces	6755301	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Debaryomyces
dei		Deinococcus sp.	C		-			-			DEI			OTH	116425003	Deinococcus species	3215676	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Deinococcus-thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
cac		Delftia acidovorans	C		-			-		NFR	DEF			OTH	413887006	Comamonas	3220130	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
def		Delftia sp.	C		-			-			DEF			OTH			3220129	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
den		Dendrostilbella sp.	C		f						DEN				23496000	Fungus (organism)	2561550	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Fungi	Ascomycota	Leotiomycetes	Helotiales	Tympanidaceae	Dendrostilbella
dgv		Dengue virus	C		v										34348001	Dengue virus	10333010	e01b0cbb-a10a-420c-b5f3-a3b20cc266ad	accepted	Viruses				Flaviviridae	Flavivirus
dho		Dermabacter hominis	C		+			+			DER	COF		OTH	413977006	Dermabacter hominis	3224901	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Dermabacteraceae	Dermabacter
der		Dermabacter sp.	C		+			+			DER	COF		OTH	413978001	Dermabacter species	3224900	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Dermabacteraceae	Dermabacter
drm		Dermacentor sp.	C		i						DRM				372400006	Dermacentor sp.	2184370	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Animalia	Arthropoda	Arachnida	Ixodida	Ixodidae	Dermacentor
dni		Dermacoccus nishinomiyaensis	C		+			+			DCC			OTH	113776005	Dermacoccus nishinomiyaensis	3225668	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Dermacoccaceae	Dermacoccus
dcc		Dermacoccus sp.	C		+			+			DCC			OTH	115142006	Dermacoccus species	3225666	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Dermacoccaceae	Dermacoccus
dco		Dermatophilus congolensis	C		+			+			DET			OTH	58141003	Dermatophilus congolensis	5427786	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Dermatophilaceae	Dermatophilus
det		Dermatophilus sp.	C		+			+			DET			OTH	131242002	Dermatophilus species	3224263	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Actinobacteria		Actinomycetales	Dermatophilaceae	Dermatophilus
dep		Dermatophyte	C		f										115651002	Dermatophyte									
deb		Desulfobacter sp.	C		a	X		-			DEB			OTH	433558005	Genus Desulfobacter	3220627	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter
del		Desulfobulbus sp.	C		a	X		-			DEL			OTH	131244001	Desulfobulbus species	3220671	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
dec		Desulfococcus sp.	C		a	X		-			DEC			OTH	433812004	Genus Desulfococcus	3220639	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus
dpg		Desulfomonas pigra	O		a	X		-			DEV			OTH			3220478	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
dem		Desulfomonas sp.	O		a	X					DEV			OTH			3220375	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
des		Desulfosarcina sp.	C		a	X		-			DES			OTH	433540004	Genus Desulfosarcina	3220646	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina
dem		Desulfovibrio	C		a	X					DEV			OTH			3220375	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
dae		Desulfovibrio desulfuricans ss. aestuarii	C		a	X		-			DEV			OTH	243395006	Desulfovibrio desulfuricans subspecies aestuarii	3220458	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
dde		Desulfovibrio desulfuricans ss. desulfuricans	C		a	X		-			DEV			OTH	243396007	Desulfovibrio desulfuricans subspecies desulfuricans	7073700	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
dpg		Desulfovibrio piger	C		a	X		-			DEV			OTH			3220478	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
dev		Desulfovibrio sp.	C		a	X		-			DEV			OTH	243393004	Desulfovibrio	3220375	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
dpn		Dialister pneumosintes	C		a	X					DIA				114170003	Dialister pneumosintes	3226362	52a423d2-0486-4e77-bcee-6350d708d6ff	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
dia		Dialister sp.	C		a	X		+			DIA			OTH	131401002	Dialister species	3226359	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister
dno		Dichelobacter nodosus	C		a	X		-			DIC			OTH	114168007	Dichelobacter nodosus	3222855	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter
dic		Dichelobacter sp.	C		a	X		-			DIC			OTH	131400001	Dichelobacter species	3222854	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Dichelobacter
dfr		Dientamoeba fragilis	C		w						DIE				41542000	Dientameba fragilis	3210229	7ddf754f-d193-4cc9-b351-99906754a03b	accepted	Protozoa	Sarcomastigophora	Zoomastigophora	Trichomonadida	Monocercomonadidae	Dientamoeba
