GUIDELINE	YEAR	STRAIN	REFERENCE_TABLE	WHONET_ORG_CODE	ANTIBIOTIC	ABX_TEST	WHONET_ABX_CODE	METHOD	MEDIUM	MINIMUM	MAXIMUM	DATE_ENTERED	DATE_MODIFIED	COMMENTS
CLSI	2014	atcc29213	Table 5A	sau	Fidaxomicin	FDX_NM	FDX	MIC	MH	2	16	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Finafloxacin	FIN_NM	FIN	MIC	MH	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Fleroxacin	FLE_NM	FLE	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Vet	sau	Florfenicol	FLR_NM	FLR	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Fosfomycin	FOS_NM	FOS	MIC	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Fusidic acid	FUS_NM	FUS	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Garenoxacin	GRN_NM	GRN	MIC	MH	0.004	0.032	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Gatifloxacin	GAT_NM	GAT	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Gemifloxacin	GEM_NM	GEM	MIC	MH	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Gentamicin	GEN_NM	GEN	MIC	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Grepafloxacin	GRX_NM	GRX	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Iclaprim	ICL_NM	ICL	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Imipenem	IPM_NM	IPM	MIC	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Kanamycin	KAN_NM	KAN	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Levofloxacin	LVX_NM	LVX	MIC	MH	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Linezolid	LNZ_NM	LNZ	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Linopristin-flopristin	LFE_NM	LFE	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Lomefloxacin	LOM_NM	LOM	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Loracarbef	LOR_NM	LOR	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Meropenem	MEM_NM	MEM	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Methicillin	MET_NM	MET	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Mezlocillin	MEZ_NM	MEZ	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Minocycline	MNO_NM	MNO	MIC	MH	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Moxalactam (Latamoxef)	MOX_NM	MOX	MIC	MH	4	16	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Moxifloxacin	MFX_NM	MFX	MIC	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Nafcillin	NAF_NM	NAF	MIC	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Netilmicin	NET_NM	NET	MIC	MH	0	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Nitrofurantoin	NIT_NM	NIT	MIC	MH	8	32	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Norfloxacin	NOR_NM	NOR	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Ofloxacin	OFX_NM	OFX	MIC	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Omadacycline	OMC_NM	OMC	MIC	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Oritavancin	ORI_NM	ORI	MIC	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Oxacillin	OXA_NM	OXA	MIC	MH	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Penicillin G	PEN_NM	PEN	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Vet	sau	Penicillin/Novobiocin	PNO_NM	PNO	MIC	MH	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Piperacillin	PIP_NM	PIP	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Piperacillin/Tazobactam	TZP_NM	TZP	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Vet	sau	Pirlimycin	PIR_NM	PIR	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Plazomicin	PLZ_NM	PLZ	MIC	MH	0.25	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Quinupristin/Dalfopristin	QDA_NM	QDA	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Razupenem	RZM_NM	RZM	MIC	MH	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Rifampin	RIF_NM	RIF	MIC	MH	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Sparfloxacin	SPX_NM	SPX	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Vet	sau	Spectinomycin	SPT_NM	SPT	MIC	MH	64	256	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Sulfamethoxazole	SMX_NM	SMX	MIC	MH	32	128	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Sulfisoxazole	SOX_NM	SOX	MIC	MH	32	128	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Sulfonamides	SSS_NM	SSS	MIC	MH	32	128	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Sulopenem	SLP_NM	SLP	MIC	MH	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Tedizolid	TED_NM	TED	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Teicoplanin	TEC_NM	TEC	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Telavancin	TVC_NM	TVC	MIC	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Telithromycin	TEL_NM	TEL	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Tetracycline	TCY_NM	TCY	MIC	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Vet	sau	Tiamulin	TIA_NM	TIA	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Ticarcillin	TIC_NM	TIC	MIC	MH	2	8	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Ticarcillin/Clavulanic acid	TCC_NM	TCC	MIC	MH	0.5	2	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Tigecycline	TGC_NM	TGC	MIC	MH	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Vet	sau	Tilmicosin	TIL_NM	TIL	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Tobramycin	TOB_NM	TOB	MIC	MH	0.12	1	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Trimethoprim	TMP_NM	TMP	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	MH	0	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Trospectomycin	TRO_NM	TRO	MIC	MH	2	16	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Trovafloxacin	TVA_NM	TVA	MIC	MH	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Vet	sau	Tylosin	TYL_NM	TYL	MIC	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2014	atcc29213	Table 5A	sau	Vancomycin	VAN_NM	VAN	MIC	MH	0.5	2	2021-01-01	2021-01-01	
EUCAST	2014	atcc25922	Table 1	eco	Amoxicillin/Clavulanic acid	AMC_EM	AMC	MIC	MH	2	9	2021-01-01	2021-01-01	
EUCAST	2014	atcc25922	Table 1	eco	Tigecycline	TGC_EM	TGC	MIC	MH	0.03	0.25	2021-01-01	2021-01-01	
EUCAST	2014	atcc29213	Table 3	sau	Gentamicin	GEN_EM	GEN	MIC	MH	0.12	1	2021-01-01	2021-01-01	
EUCAST	2014	atcc29213	Table 3	sau	Trimethoprim/Sulfamethoxazole	SXT_ED1_2	SXT	Disk	MH	26	32	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Cefditoren	DIT_ND5	DIT	Disk	MHB	27	35	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Cefepime	FEP_ND30	FEP	Disk	MHB	28	35	2021-01-01	2021-01-01	
EUCAST	2014	atcc29213	Table 3	sau	Tigecycline	TGC_EM	TGC	MIC	MH	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Cefotaxime	CTX_ND30	CTX	Disk	MHB	31	39	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Cefpodoxime	CPD_ND10	CPD	Disk	MHB	28	34	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Cefprozil	CPR_ND30	CPR	Disk	MHB	25	32	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Ceftaroline	CPT_ND30	CPT	Disk	MHB	31	41	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Ceftazidime/Avibactam	CZA_ND30	CZA	Disk	MHB	23	31	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Ceftizoxime	CZX_ND30	CZX	Disk	MHB	28	34	2021-01-01	2021-01-01	
EUCAST	2014	atcc27853	Table 2	pae	Levofloxacin	LVX_EM	LVX	MIC	MH	0.5	4	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Ceftolozane/Tazobactam	CZT_ND30	CTZ	Disk	MHB	21	29	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Ceftriaxone	CRO_ND30	CRO	Disk	MHB	30	35	2021-01-01	2021-01-01	
EUCAST	2014	atcc29213	Table 3	sau	Nitrofurantoin	NIT_EM	NIT	MIC	MH	8	32	2021-01-01	2021-01-01	
EUCAST	2014	atcc29212	Table 4	efa	Teicoplanin	TEC_EM	TEC	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
EUCAST	2014	atcc49619	Table 5	spn	Doripenem	DOR_EM	DOR	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
EUCAST	2014	atcc49619	Table 5	spn	Telithromycin	TLT_EM	TLT	MIC	MHB	0.004	0.03	2021-01-01	2021-01-01	
EUCAST	2014	atcc49619	Table 5	spn	Cefepime	FEP_EM	FEP	MIC	MHB	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Dirithromycin	DIR_ND15	DIR	Disk	MHB	18	25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Doripenem	DOR_ND10	DOR	Disk	MHB	30	38	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Doxycycline	DOX_ND30	DOX	Disk	MHB	25	34	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Eravacycline	ERV_ND20	ERV	Disk	MHB	23	30	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Ertapenem	ERT_ND10	ERT	Disk	MHB	28	35	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Erythromycin	ERY_ND15	ERY	Disk	MHB	25	30	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Faropenem	FAR_ND5	FAR	Disk	MHB	27	35	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Vet	spn	Florfenicol	FLR_ND30	FLR	Disk	MHB	24	31	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Fusidic acid	FUS_ND10	FUS	Disk	MHB	9	16	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Garenoxacin	GRN_ND5	GRN	Disk	MHB	26	33	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Gatifloxacin	GAT_ND5	GAT	Disk	MHB	24	31	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Gemifloxacin	GEM_ND5	GEM	Disk	MHB	28	34	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Grepafloxacin	GRX_ND5	GRX	Disk	MHB	21	28	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Iclaprim	ICL_ND5	ICL	Disk	MHB	21	29	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Levofloxacin	LVX_ND5	LVX	Disk	MHB	20	25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Linezolid	LNZ_ND30	LNZ	Disk	MHB	25	34	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Linopristin-flopristin	LFE_ND10	LFE	Disk	MHB	22	28	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Loracarbef	LOR_ND30	LOR	Disk	MHB	22	28	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Meropenem	MEM_ND10	MEM	Disk	MHB	28	35	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Moxifloxacin	MFX_ND5	MFX	Disk	MHB	25	31	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Nitrofurantoin	NIT_ND300	NIT	Disk	MHB	23	29	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Norfloxacin	NOR_ND10	NOR	Disk	MHB	15	21	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Ofloxacin	OFX_ND5	OFX	Disk	MHB	16	21	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Omadacycline	OMC_ND30	OMC	Disk	MHB	24	32	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Oxacillin	OXA_ND1	OXA	Disk	MHB	6	12	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Penicillin G	PEN_ND10	PEN	Disk	MHB	24	30	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Vet	spn	Penicillin/Novobiocin	PNO_ND10	PNO	Disk	MHB	24	30	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Quinupristin/Dalfopristin	QDA_ND15	QDA	Disk	MHB	19	24	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Razupenem	RZM_ND10	RZM	Disk	MHB	29	36	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Vet	spn	Razupenem	RZM_ND10	RZM	Disk	MH	29	36	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Rifampin	RIF_ND5	RIF	Disk	MHB	25	30	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Sparfloxacin	SPX_ND5	SPX	Disk	MHB	21	27	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Tedizolid	TED_ND2	TED	Disk	MHB	24	30	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Telavancin	TLV_ND30	TLV	Disk	MHB	17	24	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Telithromycin	TEL_ND15	TEL	Disk	MHB	27	33	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Tetracycline	TCY_ND30	TCY	Disk	MHB	27	31	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Tigecycline	TGC_ND15	TGC	Disk	MHB	23	29	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Trimethoprim/sulfamethoxazole	SXT_ND1_2	SXT	Disk	MHB	20	28	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Trovafloxacin	TVA_ND10	TVA	Disk	MHB	25	32	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 4B	spn	Vancomycin	VAN_ND30	VAN	Disk	MHB	20	27	2021-01-01	2021-01-01	
EUCAST	2014	atcc25922	Table 1	eco	Aztreonam	ATM_EM	ATM	MIC	MH	0.06	0.25	2021-01-01	2021-01-01	
EUCAST	2014	atcc25922	Table 1	eco	Imipenem	IPM_ED10	IPM	Disk	MH	26	32	2021-01-01	2021-01-01	
EUCAST	2014	atcc25922	Table 1	eco	Ampicillin	AMP_EM	AMP	MIC	MH	2	9	2021-01-01	2021-01-01	
EUCAST	2014	atcc25922	Table 1	eco	Tobramycin	TOB_EM	TOB	MIC	MH	0.25	1	2021-01-01	2021-01-01	
EUCAST	2014	atcc35218	Table 12	hin	Penicillin G	PEN_ED	PEN	Disk	MHB+	6	9	2021-01-01	2021-01-01	
EUCAST	2014	atcc29213	Table 3	sau	Levofloxacin	LVX_EM	LVX	MIC	MH	0.06	0.5	2021-01-01	2021-01-01	
EUCAST	2014	atcc29213	Table 3	sau	Cefoxitin	FOX_EM	FOX	MIC	MH	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Cefditoren	DIT_NM	DIT	MIC	MHB	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Cefepime	FEP_NM	FEP	MIC	MHB	0.03	0.25	2021-01-01	2021-01-01	
EUCAST	2014	atcc29213	Table 3	sau	Cefoxitin	FOX_ED30	FOX	Disk	MH	24	30	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Cefotaxime	CTX_NM	CTX	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Cefpodoxime	CPD_NM	CPD	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Cefprozil	PRO_NM	PRO	MIC	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Ceftaroline	CPT_NM	CPT	MIC	MHB	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Ceftazidime/Avibactam	CZA_NM	CZA	MIC	MHB	0.25	2	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Ceftizoxime	CZX_NM	CZX	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
EUCAST	2014	atcc27853	Table 2	pae	Meropenem	MEM_EM	MEM	MIC	MH	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Ceftolozane/Tazobactam	CZT_NM	CZT	MIC	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Ceftriaxone	CRO_NM	CRO	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Cefuroxime	CXM_NM	CXM	MIC	MHB	0.25	1	2021-01-01	2021-01-01	
EUCAST	2014	atcc29213	Table 3	sau	Norfloxacin	NOR_EM	NOR	MIC	MH	0.5	2	2021-01-01	2021-01-01	
EUCAST	2014	atcc29212	Table 4	efa	Tigecycline	TGC_EM	TGC	MIC	MH	0.03	0.125	2021-01-01	2021-01-01	
EUCAST	2014	atcc49619	Table 5	spn	Doxycycline	DOX_EM	DOX	MIC	MHB	0.015	0.125	2021-01-01	2021-01-01	
EUCAST	2014	atcc49619	Table 5	spn	Tetracycline	TCY_EM	TCY	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
EUCAST	2014	atcc49619	Table 5	spn	Cefotaxime	CTX_EM	CTX	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Dalbavancin	DAL_NM	DAL	MIC	MHB	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Daptomycin	DAP_NM	DAP	MIC	MHB	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Dirithromycin	DIR_NM	DIR	MIC	MHB	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Doripenem	DOR_NM	DOR	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Doxycycline	DOX_NM	DOX	MIC	MHB	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Ertapenem	ERT_NM	ERT	MIC	MHB	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Erythromycin	ERY_NM	ERY	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Faropenem	FAR_NM	FAR	MIC	MHB	0.03	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Finafloxacin	FIN_NM	FIN	MIC	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Vet	spn	Florfenicol	FLR_NM	FLR	MIC	MHB	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Fusidic acid	FUS_NM	FUS	MIC	MHB	4	32	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Garenoxacin	GRN_NM	GRN	MIC	MHB	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Gatifloxacin	GAT_NM	GAT	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Gemifloxacin	GEM_NM	GEM	MIC	MHB	0.008	0.032	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Grepafloxacin	GRX_NM	GRX	MIC	MHB	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Iclaprim	ICL_NM	ICL	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Imipenem	IPM_NM	IPM	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Levofloxacin	LVX_NM	LVX	MIC	MHB	0.5	2	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Linezolid	LNZ_NM	LNZ	MIC	MHB	0.25	2	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Loracarbef	LOR_NM	LOR	MIC	MHB	2	8	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Meropenem	MEM_NM	MEM	MIC	MHB	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Moxifloxacin	MFX_NM	MFX	MIC	MHB	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Nitrofurantoin	NIT_NM	NIT	MIC	MHB	4	16	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Norfloxacin	NOR_NM	NOR	MIC	MHB	2	8	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Ofloxacin	OFX_NM	OFX	MIC	MHB	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Omadacycline	OMC_NM	OMC	MIC	MHB	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Oritavancin	ORI_NM	ORI	MIC	MHB	0.001	0.004	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Penicillin G	PEN_NM	PEN	MIC	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Quinupristin/Dalfopristin	QDA_NM	QDA	MIC	MHB	0.25	1	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Razupenem	RZM_NM	RZM	MIC	MHB	0.008	0.064	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Rifampin	RIF_NM	RIF	MIC	MHB	0.015	0.064	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Solithromycin	SOL_NM	SOL	MIC	MHB	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Sparfloxacin	SPX_NM	SPX	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Sulopenem	SLP_NM	SLP	MIC	MHB	0.03	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Tedizolid	TED_NM	TED	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Telavancin	TVC_NM	TVC	MIC	MHB	0.004	0.016	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Telithromycin	TEL_NM	TEL	MIC	MHB	0.004	0.032	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Tetracycline	TCY_NM	TCY	MIC	MHB	0.06	0.5	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Vet	spn	Tiamulin	TIA_NM	TIA	MIC	MHB	0.5	4	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Tigecycline	TGC_NM	TGC	MIC	MHB	0.015	0.125	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Trimethoprim/sulfamethoxazole	SXT_NM	SXT	MIC	MHB	0.12	1	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Trospectomycin	TRO_NM	TRO	MIC	MHB	1	4	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Trovafloxacin	TVA_NM	TVA	MIC	MHB	0.06	0.25	2021-01-01	2021-01-01	
CLSI	2014	atcc49619	Table 5B	spn	Vancomycin	VAN_NM	VAN	MIC	MHB	0.12	0.5	2021-01-01	2021-01-01	
